Date,Adj Close,Close,High,Low,Open,Volume,log_return,scale_log_return,garch_volatility
2006-04-11,545.5999755859375,545.5999755859375,547.1199951171875,538.4000244140625,546.5599975585938,162138,0.002642789875340945,0.2642789875340348,
2006-04-12,542.719970703125,542.719970703125,550.47998046875,542.47998046875,545.760009765625,156038,-0.005292582600152862,-0.5292582600152372,
2006-04-13,550.5599975585938,550.5599975585938,551.9199829101562,539.2000122070312,540.0,70088,0.014342458432848204,1.434245843284785,
2006-04-17,558.3200073242188,558.3200073242188,559.2000122070312,549.4400024414062,553.5999755859375,114713,0.01399635021244805,1.3996350212448292,
2006-04-18,566.0,566.0,568.4000244140625,556.5599975585938,560.7999877929688,115338,0.013661790375969929,1.3661790375969816,
2006-04-19,574.7999877929688,574.7999877929688,577.280029296875,563.9199829101562,564.6400146484375,98725,0.0154280547646799,1.5428054764680252,
2006-04-20,568.719970703125,568.719970703125,577.280029296875,564.0800170898438,575.3599853515625,105400,-0.010633962860342905,-1.0633962860343193,
2006-04-21,582.47998046875,582.47998046875,585.8400268554688,566.4000244140625,567.1199951171875,133225,0.023906646447740876,2.3906646447740734,
2006-04-24,568.0800170898438,568.0800170898438,579.5999755859375,566.3200073242188,571.2000122070312,130288,-0.025032532597907498,-2.5032532597907156,
2006-04-25,565.1199951171875,565.1199951171875,574.47998046875,556.9600219726562,573.4400024414062,356738,-0.005224194622123868,-0.5224194622124138,
2006-04-26,556.3200073242188,556.3200073242188,566.7999877929688,555.5999755859375,563.52001953125,112400,-0.015694407910200603,-1.5694407910200276,
2006-04-27,549.5999755859375,549.5999755859375,556.6400146484375,548.5599975585938,552.7999877929688,79450,-0.012152984938401445,-1.2152984938401716,
2006-04-28,556.9600219726562,556.9600219726562,564.0,551.9199829101562,554.0800170898438,108513,0.0133027670275494,1.330276702754942,
2006-05-01,572.0,572.0,573.2000122070312,560.0,561.2000122070312,69438,0.0266455278656208,2.664552786562088,
2006-05-02,578.719970703125,578.719970703125,581.52001953125,570.719970703125,574.719970703125,108875,0.011679726200414464,1.1679726200414131,
2006-05-03,561.760009765625,561.760009765625,579.8400268554688,560.0,579.8400268554688,126875,-0.02974398777610965,-2.97439877761094,
2006-05-04,546.5599975585938,546.5599975585938,558.1599731445312,538.239990234375,554.9600219726562,194688,-0.02743064311081067,-2.7430643110811,
2006-05-05,544.0,544.0,547.760009765625,541.4400024414062,546.4000244140625,83900,-0.00469483983734964,-0.46948398373490663,
2006-05-08,543.0399780273438,543.0399780273438,543.9199829101562,530.4000244140625,537.0399780273438,164038,-0.001766305272397517,-0.17663052723982697,
2006-05-09,547.2000122070312,547.2000122070312,553.4400024414062,542.0800170898438,543.9199829101562,97875,0.007631447032967031,0.763144703296714,
2006-05-10,558.1599731445312,558.1599731445312,558.1599731445312,539.8400268554688,546.5599975585938,88063,0.019831222900184464,1.9831222900184426,0.014752177209420009
2006-05-11,562.4000244140625,562.4000244140625,568.4000244140625,559.3599853515625,568.0,129438,0.007567772390252969,0.7567772390253531,0.016694502695589274
2006-05-12,552.8800048828125,552.8800048828125,563.52001953125,552.3200073242188,563.52001953125,75950,-0.017072395292214715,-1.7072395292215103,0.015071369200135253
2006-05-15,533.0399780273438,533.0399780273438,542.1599731445312,531.5999755859375,539.760009765625,83738,-0.03654456158185582,-3.6544561581855666,0.017381174879009215
2006-05-16,533.5999755859375,533.5999755859375,543.2000122070312,530.47998046875,536.5599975585938,100250,0.0010500218150442109,0.10500218150438195,0.020099175199043046
2006-05-17,525.5999755859375,525.5999755859375,534.0,523.1199951171875,533.3599853515625,102838,-0.015106028127413573,-1.510602812741345,0.019347490896856893
2006-05-18,533.9199829101562,533.9199829101562,534.3200073242188,520.7999877929688,525.4400024414062,82088,0.015705562274305862,1.570556227430643,0.018907973104130733
2006-05-19,524.5599975585938,524.5599975585938,531.6799926757812,521.2000122070312,528.0,101513,-0.017686171693649833,-1.7686171693649677,0.018790867225864684
2006-05-22,530.239990234375,530.239990234375,532.5599975585938,519.1199951171875,519.1199951171875,96213,0.010769904519665197,1.0769904519664668,0.018393140309922076
2006-05-23,542.1599731445312,542.1599731445312,547.3599853515625,537.6799926757812,538.0,78863,0.022231395472813276,2.223139547281332,0.017920037974708397
2006-05-24,528.7999877929688,528.7999877929688,543.4400024414062,528.4000244140625,537.6799926757812,50088,-0.024950845840568725,-2.4950845840568334,0.018608964168679916
2006-05-25,542.4000244140625,542.4000244140625,543.0399780273438,530.47998046875,533.4400024414062,37538,0.025393516184286646,2.539351618428661,0.019346728576122563
2006-05-26,542.0,542.0,545.8400268554688,538.6400146484375,539.6799926757812,33688,-0.0007377801977153098,-0.07377801977157991,0.020054569071667392
2006-05-30,546.5599975585938,546.5599975585938,552.6400146484375,545.760009765625,549.760009765625,61175,0.008378085253645473,0.8378085253645525,0.019379229594361315
2006-05-31,541.8400268554688,541.8400268554688,543.280029296875,532.6400146484375,541.1199951171875,58963,-0.008673282223178091,-0.8673282223178082,0.01847320645711369
2006-06-01,534.5599975585938,534.5599975585938,546.0,532.0800170898438,534.719970703125,115350,-0.013526830428800096,-1.352683042879957,0.017941841277347582
2006-06-02,551.2000122070312,551.2000122070312,553.2000122070312,540.4000244140625,542.0800170898438,55438,0.030653767804418308,3.065376780441758,0.017693601647574254
2006-06-05,549.9199829101562,549.9199829101562,558.239990234375,547.52001953125,557.52001953125,49150,-0.002324959821172534,-0.23249598211718664,0.01907885090547407
2006-06-06,550.0800170898438,550.0800170898438,551.5999755859375,542.4000244140625,544.719970703125,22475,0.00029097123784893597,0.02909712378482714,0.018228755559729363
2006-06-07,538.239990234375,538.239990234375,546.6400146484375,536.0800170898438,546.1599731445312,45000,-0.021759214061505716,-2.175921406150527,0.017745170631936796
2006-06-08,536.9600219726562,536.9600219726562,536.9600219726562,526.47998046875,532.239990234375,38538,-0.0023808944416456868,-0.2380894441645811,0.017925965757124383
2006-06-09,544.5599975585938,544.5599975585938,545.5999755859375,540.0,540.0,42750,0.01405447989717512,1.4054479897174834,0.01754292511228563
2006-06-12,536.6400146484375,536.6400146484375,547.1199951171875,534.8800048828125,547.1199951171875,26650,-0.014650618725006836,-1.4650618725006848,0.017453431677320306
2006-06-13,521.4400024414062,521.4400024414062,529.8400268554688,521.0399780273438,527.52001953125,75338,-0.02873328616012749,-2.8733286160127465,0.017344896427051358
2006-06-14,526.3200073242188,526.3200073242188,527.280029296875,520.0,524.0800170898438,41675,0.009315186922348673,0.9315186922348895,0.017797243266266295
2006-06-15,529.280029296875,529.280029296875,532.1599731445312,527.5999755859375,530.7999877929688,38588,0.005608241053941754,0.5608241053941813,0.017590385335927425
2006-06-16,530.0,530.0,531.760009765625,522.0,527.760009765625,27338,0.00135935879857918,0.1359358798578905,0.017354545452435848
2006-06-19,524.3200073242188,524.3200073242188,526.8800048828125,519.9199829101562,526.5599975585938,23500,-0.010774807626677152,-1.0774807626677132,0.01711403949025641
2006-06-20,522.3200073242188,522.3200073242188,529.5999755859375,519.3599853515625,527.280029296875,27050,-0.003821758018638377,-0.3821758018638221,0.016958502241215704
2006-06-21,530.7999877929688,530.7999877929688,533.8400268554688,520.239990234375,522.719970703125,30100,0.01610483855977929,1.6104838559778678,0.01675346001721968
2006-06-22,536.0,536.0,536.239990234375,529.52001953125,533.52001953125,29675,0.009748881610170734,0.9748881610171256,0.016765610220179895
2006-06-23,535.1199951171875,535.1199951171875,537.6799926757812,530.9600219726562,531.4400024414062,14888,-0.0016431493853552581,-0.16431493853550508,0.016650467551083178
2006-06-26,541.5999755859375,541.5999755859375,542.7999877929688,532.0,533.3599853515625,23000,0.012036664834954358,1.2036664834953934,0.016465725817470273
2006-06-27,544.6400146484375,544.6400146484375,547.3599853515625,541.0399780273438,545.0399780273438,43425,0.00559737632018642,0.5597376320186351,0.016392346226932912
2006-06-28,546.47998046875,546.47998046875,549.760009765625,540.719970703125,543.760009765625,30038,0.0033726218429057653,0.33726218429057286,0.016242762007119133
2006-06-29,556.0800170898438,556.0800170898438,556.719970703125,546.47998046875,546.7999877929688,59875,0.01741452484144368,1.7414524841444088,0.01436814587403559
2006-06-30,558.1599731445312,558.1599731445312,560.1599731445312,555.4400024414062,556.0800170898438,32425,0.003733411991759361,0.37334119917588826,0.01611552288590416
2006-07-03,559.4400024414062,559.4400024414062,562.9600219726562,559.4400024414062,561.6799926757812,21013,0.0022906762429331096,0.22906762429333904,0.014091479194141223
2006-07-05,568.0,568.0,569.2000122070312,558.239990234375,559.1199951171875,62050,0.015185130961522297,1.518513096152196,0.010500396322035265
2006-07-06,566.1599731445312,566.1599731445312,568.7999877929688,561.5999755859375,566.4000244140625,42113,-0.003244742388039512,-0.32447423880387943,0.012029776982018247
2006-07-07,558.7999877929688,558.7999877929688,572.0,558.1599731445312,571.4400024414062,51913,-0.013085070795386677,-1.3085070795386955,0.010202898364895498
2006-07-10,556.47998046875,556.47998046875,558.7999877929688,541.1199951171875,556.5599975585938,24588,-0.004160409469655235,-0.41604094696551025,0.011759011118616856
2006-07-11,560.6400146484375,560.6400146484375,564.7999877929688,559.9199829101562,562.47998046875,29713,0.007447818367964487,0.7447818367964693,0.010541171799482538
2006-07-12,569.1199951171875,569.1199951171875,569.1199951171875,558.8800048828125,563.2000122070312,78913,0.01501228518452713,1.501228518452661,0.009950062352641443
2006-07-13,586.0,586.0,586.3200073242188,574.0,574.0,203250,0.029228489956450332,2.922848995645102,0.010743875971683931
2006-07-14,585.760009765625,585.760009765625,596.7999877929688,585.3599853515625,593.2000122070312,207300,-0.00040962353336926327,-0.040962353336956026,0.0150906814964924
2006-07-17,573.2000122070312,573.2000122070312,585.6799926757812,572.1599731445312,581.8400268554688,125988,-0.02167544879334038,-2.1675448793340313,0.014279073345176696
2006-07-18,566.0,566.0,583.0399780273438,561.0399780273438,579.5999755859375,132500,-0.012640639047119429,-1.2640639047119817,0.01542064210242606
2006-07-19,558.7999877929688,558.7999877929688,564.1599731445312,549.280029296875,562.0,109563,-0.012802472665457643,-1.2802472665457365,0.013954175020224424
2006-07-20,552.7999877929688,552.7999877929688,562.7999877929688,550.7999877929688,561.2000122070312,71088,-0.010795355166449028,-1.0795355166449567,0.013901104965461073
2006-07-21,556.1599731445312,556.1599731445312,561.5999755859375,552.1599731445312,557.8400268554688,63025,0.006059723978387943,0.6059723978388223,0.013759312084957844
2006-07-24,561.3599853515625,561.3599853515625,561.4400024414062,549.5999755859375,552.0,49263,0.009306410499816842,0.9306410499817074,0.013480199561426013
2006-07-25,552.0,552.0,563.52001953125,549.6799926757812,563.3599853515625,136013,-0.016814338572386234,-1.681433857238595,0.013281954531492762
2006-07-26,553.3599853515625,553.3599853515625,558.4000244140625,549.760009765625,551.280029296875,60150,0.002460711543429639,0.2460711543429465,0.013435834256501989
2006-07-27,557.4400024414062,557.4400024414062,559.3599853515625,553.4400024414062,558.239990234375,45925,0.007346120783234156,0.7346120783233897,0.013125051911692574
2006-07-28,548.0,548.0,554.0,543.2000122070312,552.4000244140625,141188,-0.01707959165574291,-1.7079591655743107,0.012893393707103174
2006-07-31,556.1599731445312,556.1599731445312,557.4400024414062,546.0,550.239990234375,60813,0.014780687401648507,1.4780687401648764,0.013065439894074103
2006-08-01,561.2000122070312,561.2000122070312,564.0,556.7999877929688,559.2000122070312,56638,0.009021395630300688,0.9021395630300818,0.01310185956934779
2006-08-02,568.9600219726562,568.9600219726562,571.3599853515625,564.47998046875,565.3599853515625,95188,0.013732801524501959,1.3732801524501645,0.01292014793238961
2006-08-03,564.47998046875,564.47998046875,565.8400268554688,558.4000244140625,559.760009765625,61538,-0.007905252726524203,-0.790525272652432,0.012894243701069492
2006-08-04,558.47998046875,558.47998046875,564.0800170898438,554.6400146484375,564.0800170898438,38013,-0.01068614608795393,-1.0686146087953718,0.012716632590472666
2006-08-07,576.0,576.0,577.1199951171875,567.2000122070312,568.719970703125,171888,0.030888888005902615,3.08888880059024,0.012622751713880227
2006-08-08,570.4000244140625,570.4000244140625,578.719970703125,569.5999755859375,572.0,52450,-0.009769748794154154,-0.9769748794153675,0.013672318034704698
2006-08-09,569.3599853515625,569.3599853515625,576.7999877929688,567.52001953125,571.2000122070312,61025,-0.001825014638622946,-0.18250146386229016,0.013546264339321313
2006-08-10,556.7999877929688,556.7999877929688,564.3200073242188,553.760009765625,563.6799926757812,112675,-0.02230681016645253,-2.2306810166452595,0.013279085069141912
2006-08-11,557.8400268554688,557.8400268554688,559.2000122070312,553.3599853515625,557.8400268554688,37738,0.0018661439579767958,0.18661439579762054,0.013701077379738249
2006-08-14,548.719970703125,548.719970703125,550.9600219726562,545.52001953125,548.7999877929688,45688,-0.01648399125487554,-1.6483991254875554,0.013436782332478824
2006-08-15,545.6799926757812,545.6799926757812,553.0399780273438,545.4400024414062,550.719970703125,29825,-0.0055555298754859095,-0.555552987548565,0.013529660735074752
2006-08-16,536.7999877929688,536.7999877929688,546.1599731445312,536.1599731445312,543.52001953125,91538,-0.01640714700717627,-1.6407147007176652,0.013305560243638555
2006-08-17,528.4000244140625,528.4000244140625,532.1599731445312,525.5999755859375,530.719970703125,114500,-0.015771944065179788,-1.5771944065179562,0.013379127667096384
2006-08-18,529.4400024414062,529.4400024414062,532.0,522.0,530.239990234375,79688,0.0019662299326803634,0.1966229932680143,0.013411848694596561
2006-08-21,539.3599853515625,539.3599853515625,539.6799926757812,532.0,535.280029296875,119850,0.018563375542224314,1.8563375542224494,0.013170941409206584
2006-08-22,536.4000244140625,536.4000244140625,540.0800170898438,534.6400146484375,538.4000244140625,73800,-0.0055030274046456995,-0.5503027404645449,0.013383580500961565
2006-08-23,528.0,528.0,534.4000244140625,523.5999755859375,532.7999877929688,91050,-0.015783913215918766,-1.578391321591881,0.013169762571293047
2006-08-24,534.0,534.0,534.0,525.8400268554688,526.9600219726562,51025,0.011299555253933669,1.1299555253933466,0.013209464735818587
2006-08-25,532.4000244140625,532.4000244140625,542.4000244140625,532.4000244140625,540.0,118675,-0.0030007065826236357,-0.30007065826230855,0.013145518399867853
2006-08-28,519.0399780273438,519.0399780273438,524.47998046875,516.5599975585938,524.1599731445312,134500,-0.025414223223840793,-2.541422322384113,0.012916592268790933
2006-08-29,513.52001953125,513.52001953125,516.9600219726562,510.3999938964844,514.0800170898438,121275,-0.01069189411614957,-1.0691894116149603,0.01340387034429649
2006-08-30,518.7999877929688,518.7999877929688,518.7999877929688,505.6000061035156,514.6400146484375,141625,0.010229413875348925,1.0229413875348812,0.013276154300903651
2006-08-31,518.4000244140625,518.4000244140625,518.47998046875,510.6400146484375,514.4000244140625,90200,-0.0007712367798378139,-0.07712367798381357,0.013197039876502488
2006-09-01,510.0,510.0,518.4000244140625,508.32000732421875,518.0,73950,-0.016336466414720974,-1.6336466414720314,0.012970486210688565
2006-09-05,506.4800109863281,506.4800109863281,508.3999938964844,502.8800048828125,506.9599914550781,92575,-0.006925867790966045,-0.6925867790966588,0.01301429244458141
2006-09-06,497.6000061035156,497.6000061035156,507.1199951171875,497.3599853515625,501.44000244140625,125950,-0.01768830423652812,-1.7688304236527643,0.012827812519262037
2006-09-07,495.1199951171875,495.1199951171875,499.2799987792969,492.239990234375,498.6400146484375,119538,-0.004996406121647645,-0.4996406121648122,0.01290880379521412
2006-09-08,487.20001220703125,487.20001220703125,496.9599914550781,486.6400146484375,496.32000732421875,171100,-0.016125406118059793,-1.6125406118059324,0.01270282742093547
2006-09-11,480.239990234375,480.239990234375,486.79998779296875,476.9599914550781,481.44000244140625,199150,-0.014388782842466696,-1.4388782842466994,0.012722413441362516
2006-09-12,470.0799865722656,470.0799865722656,482.4800109863281,469.20001220703125,480.4800109863281,182500,-0.02138309418797668,-2.1383094187976237,0.01268137758342126
2006-09-13,472.0,472.0,475.44000244140625,467.8399963378906,471.9200134277344,207600,0.004076121164828805,0.4076121164828739,0.012874775654370854
2006-09-14,465.20001220703125,465.20001220703125,472.3999938964844,462.1600036621094,470.9599914550781,162438,-0.014511538700651805,-1.451153870065247,0.012713298593352327
2006-09-15,464.32000732421875,464.32000732421875,465.6000061035156,455.44000244140625,462.0799865722656,257363,-0.0018934614150047935,-0.1893461415004536,0.012664078378925992
2006-09-18,466.55999755859375,466.55999755859375,471.760009765625,460.0,466.32000732421875,186050,0.0048126386775591,0.4812638677559231,0.012460658610632782
2006-09-19,450.0,450.0,471.6000061035156,449.8399963378906,468.4800109863281,256363,-0.036139041383091985,-3.613904138309228,0.012317464264966833
2006-09-20,440.3999938964844,440.3999938964844,451.2799987792969,439.2799987792969,445.44000244140625,417375,-0.02156419177486768,-2.1564191774867965,0.013475632505599227
2006-09-21,447.1199951171875,447.1199951171875,447.6000061035156,439.9200134277344,442.79998779296875,260925,0.015143613051358251,1.5143613051358853,0.013648134462084209
2006-09-22,437.1199951171875,437.1199951171875,450.239990234375,436.3999938964844,448.3999938964844,244425,-0.022619258268901987,-2.2619258268902502,0.013799375124163835
2006-09-25,445.3599853515625,445.3599853515625,450.3999938964844,432.4800109863281,434.32000732421875,231850,0.01867516521206891,1.8675165212069356,0.013975356074925317
2006-09-26,443.3599853515625,443.3599853515625,449.6000061035156,439.760009765625,443.3599853515625,197750,-0.004500862908956016,-0.45008629089566293,0.014206815790615623
2006-09-27,457.2799987792969,457.2799987792969,457.6000061035156,436.4800109863281,446.9599914550781,237500,0.030913843996948742,3.0913843996948573,0.01403371357297727
2006-09-28,453.20001220703125,453.20001220703125,464.0,452.79998779296875,457.6000061035156,165588,-0.008962335982968028,-0.8962335982967577,0.01469023294570178
2006-09-29,456.0,456.0,456.9599914550781,446.3999938964844,452.3999938964844,114363,0.00615925342533874,0.6159253425338274,0.014582549118919206
2006-10-02,442.4800109863281,442.4800109863281,455.20001220703125,442.0,453.6000061035156,99500,-0.030097518998982054,-3.0097518998981463,0.014491573500733039
2006-10-03,425.9200134277344,425.9200134277344,439.20001220703125,424.8800048828125,436.9599914550781,233350,-0.03814372378223485,-3.814372378223465,0.014814876456499758
2006-10-04,432.32000732421875,432.32000732421875,433.6000061035156,419.67999267578125,428.3999938964844,244038,0.014914504980325205,1.4914504980324503,0.017649241202660277
2006-10-05,436.7200012207031,436.7200012207031,441.9200134277344,432.0,441.2799987792969,190500,0.010126188555169335,1.0126188555169604,0.01749588305622797
2006-10-06,434.79998779296875,434.79998779296875,436.8800048828125,427.6000061035156,434.79998779296875,160975,-0.0044061330966593815,-0.44061330966590473,0.01699593265818549
2006-10-09,436.79998779296875,436.79998779296875,445.0400085449219,435.3599853515625,436.8800048828125,197988,0.004589269312190503,0.4589269312189637,0.016294259624190368
2006-10-10,429.3599853515625,429.3599853515625,434.7200012207031,427.2799987792969,432.55999755859375,197000,-0.017179702732534885,-1.7179702732534294,0.015798050716848377
2006-10-11,421.20001220703125,421.20001220703125,431.67999267578125,421.20001220703125,429.20001220703125,187400,-0.01918788451028508,-1.9187884510284774,0.015611085155917215
2006-10-12,427.44000244140625,427.44000244140625,427.44000244140625,420.1600036621094,422.3999938964844,244500,0.014706124119833852,1.4706124119833632,0.015666287993658847
2006-10-13,429.20001220703125,429.20001220703125,434.8800048828125,428.1600036621094,429.760009765625,229175,0.004109105836692883,0.41091058366925454,0.01579461766780871
2006-10-16,437.760009765625,437.760009765625,438.3999938964844,424.8800048828125,428.4800109863281,188400,0.019747798104400083,1.9747798104399885,0.015094874823379525
2006-10-17,431.9200134277344,431.9200134277344,439.9200134277344,429.760009765625,439.9200134277344,148650,-0.01343042030379582,-1.3430420303795183,0.015777479255963716
2006-10-18,422.79998779296875,422.79998779296875,435.67999267578125,420.3999938964844,429.9200134277344,202425,-0.021341191874305387,-2.1341191874305365,0.015539951982596065
2006-10-19,431.20001220703125,431.20001220703125,432.8800048828125,421.2799987792969,424.1600036621094,137213,0.01967282278002802,1.9672822780027424,0.015690187308952358
2006-10-20,422.0,422.0,432.0,420.4800109863281,431.9200134277344,180525,-0.021566733868216836,-2.156673386821691,0.015967838475627386
