Backtest,Return Diff,Return p-value,Signal Return,Signal p-value,Model Type,GARCH,RP,SL,TP
mlp_pca_75_8_10,-0.29412144512676963,0.6872,-694.4340361791154,0.1379,Weak model,True,75,8,10
mlp_pca_75_5_50,-0.2840258384953178,0.7027,-363.16310989419947,0.4724,Weak model,True,75,5,50
mlp_pca_50_8_50,-0.3470075680487331,0.6455,-73.29854654110082,0.859,Weak model,True,50,8,50
mlp_pca_50_3_50,-0.4426767838083603,0.5502,225.76341882768028,0.5511,Weak model,True,50,3,50
mlp_pca_50_5_5,-0.3570609714019918,0.6169,-652.0915817096932,0.114,Weak model,True,50,5,5
mlp_pca_50_5_10,-0.1962495465251306,0.7853,-373.1544160526537,0.3917,Weak model,True,50,5,10
mlp_pca_50_5_20,-0.27474627901094395,0.7098,-202.2621286992798,0.6381,Weak model,True,50,5,20
mlp_pca_50_5_50,-0.27474627901094395,0.7098,-202.2621286992798,0.6381,Weak model,True,50,5,50
mlp_pca_50_8_5,-0.42599969660417436,0.5586,-459.83142294430786,0.2292,Weak model,True,50,8,5
mlp_pca_50_8_10,-0.26853730666373543,0.7078,-237.49600658476572,0.5537,Weak model,True,50,8,10
mlp_pca_50_8_20,-0.3470075680487331,0.6455,-73.29854654110082,0.859,Weak model,True,50,8,20
mlp_pca_50_50_10,-0.09373358309705737,0.9034,-827.5924748370714,0.0714,Weak model,True,50,50,10
mlp_pca_75_5_20,-0.2840258384953178,0.7027,-363.16310989419947,0.4724,Weak model,True,75,5,20
mlp_pca_50_50_20,-0.2035869431926174,0.7961,-641.7880492288743,0.1496,Weak model,True,50,50,20
mlp_pca_50_50_50,-0.2035869431926174,0.7961,-641.7880492288743,0.1496,Weak model,True,50,50,50
mlp_pca_75_3_5,-0.7025412548308212,0.3498,16.3671652409935,0.9694,Weak model,True,75,3,5
mlp_pca_75_3_10,-0.44502189163727834,0.5479,184.981893308429,0.6822,Weak model,True,75,3,10
mlp_pca_75_3_20,-0.44875350928471636,0.5507,226.41141914706753,0.6207,Weak model,True,75,3,20
mlp_pca_75_3_50,-0.44875350928471636,0.5507,226.41141914706753,0.6207,Weak model,True,75,3,50
mlp_pca_75_5_5,-0.5600558092980277,0.4583,-609.6088914768725,0.1765,Weak model,True,75,5,5
mlp_pca_75_5_10,-0.2802877287560227,0.7025,-398.35430265883235,0.419,Weak model,True,75,5,10
mlp_pca_90_50_50,-0.4677122755135551,0.5478,-386.1945919715875,0.4578,Weak model,True,90,50,50
mlp_pca_nogarch_3_5,-0.5939974174610531,0.4396,-102.24448425064259,0.8554,Weak model,False,,3,5
mlp_pca_nogarch_3_10,-0.5028290800228549,0.5127,487.90046450955623,0.3932,Weak model,False,,3,10
rf_sig_nogarch_50_5,-0.8188774455598096,0.3299,-132.0795176917867,0.6238,Weak model,False,,50,5
rf_sig_75_8_5,-0.6539656218042619,0.4032,-168.918368321196,0.5954,Weak model,True,75,8,5
rf_sig_75_8_10,-0.437364745542142,0.5812,-22.892234776822363,0.9408,Weak model,True,75,8,10
rf_sig_75_8_20,-0.06478705650648653,0.9403,255.57746879648803,0.4106,Weak model,True,75,8,20
rf_sig_75_50_20,0.04734366642325616,0.9573,-218.439504647214,0.3823,Weak model,True,75,50,20
rf_sig_75_50_50,-0.20488086117369664,0.8137,111.95027838461075,0.5075,Weak model,True,75,50,50
rf_sig_90_8_5,-0.9601314579736737,0.2352,311.82940975571375,0.2887,Weak model,True,90,8,5
rf_sig_90_50_5,-0.7237213724087311,0.3844,92.35075039534614,0.7097,Weak model,True,90,50,5
rf_sig_90_50_10,-0.4936422146538305,0.558,221.56684063347114,0.3841,Weak model,True,90,50,10
rf_sig_nogarch_50_10,-0.6280452821464954,0.4614,114.04912905151093,0.6654,Weak model,False,,50,10
rf_sig_75_5_5,-0.7828532677382968,0.3125,350.201493983191,0.2862,Weak model,True,75,5,5
rf_sig_nogarch_50_20,-0.35560102839855356,0.6883,476.0676381209912,0.0881,Weak model,False,,50,20
xgb_sig_50_3_5,-0.7028893929577691,0.3365,286.3383453437196,0.3832,Weak model,True,50,3,5
xgb_sig_50_3_10,-0.447730289683156,0.5505,627.944634921171,0.0564,Weak model,True,50,3,10
xgb_sig_50_3_20,-0.3836576041923142,0.621,475.1734234488082,0.1414,Weak model,True,50,3,20
xgb_sig_50_3_50,-0.1600455962871582,0.8388,643.1597410113292,0.1021,Weak model,True,50,3,50
xgb_sig_50_5_5,-0.8421294674277381,0.2578,194.78241619108113,0.5038,Weak model,True,50,5,5
xgb_sig_50_5_10,-0.7240061928309484,0.334,510.1394548222204,0.0728,Weak model,True,50,5,10
xgb_sig_50_5_20,-0.6389227065411783,0.4079,390.76403974833914,0.1625,Weak model,True,50,5,20
rf_sig_75_5_10,-0.5987325736601186,0.4427,481.54611523386274,0.1534,Weak model,True,75,5,10
rf_sig_50_50_50,-0.12544190299298263,0.8885,67.51716173982905,0.5784,Weak model,True,50,50,50
mlp_pca_nogarch_3_20,-0.48151072877643153,0.5345,537.3639437737004,0.3575,Weak model,False,,3,20
mlp_pca_nogarch_8_50,-0.28597206806194375,0.7107,-316.56332847887273,0.6237,Weak model,False,,8,50
mlp_pca_nogarch_3_50,-0.48151072877643153,0.5345,537.3639437737004,0.3575,Weak model,False,,3,50
mlp_pca_nogarch_5_5,-0.3773074481417308,0.6287,-944.3857164513535,0.1138,Weak model,False,,5,5
mlp_pca_nogarch_5_10,-0.2829563850541347,0.7129,-296.16797902683595,0.6419,Weak model,False,,5,10
mlp_pca_nogarch_5_20,-0.2616256307729927,0.7319,-254.28369130161906,0.6947,Weak model,False,,5,20
mlp_pca_nogarch_5_50,-0.2616256307729927,0.7319,-254.28369130161906,0.6947,Weak model,False,,5,50
mlp_pca_nogarch_8_5,-0.3983055122422344,0.6104,-963.5252306664214,0.106,Weak model,False,,8,5
mlp_pca_nogarch_8_10,-0.30728282400885365,0.6912,-357.3524088052079,0.5701,Weak model,False,,8,10
mlp_pca_nogarch_8_20,-0.28597206806194375,0.7107,-316.56332847887273,0.6237,Weak model,False,,8,20
mlp_pca_nogarch_50_5,-0.4079832555156294,0.6001,-1074.6225083575473,0.0665,Weak model,False,,50,5
rf_sig_50_50_20,0.06975386141379203,0.9274,-151.74990856611967,0.405,Weak model,True,50,50,20
mlp_pca_nogarch_50_10,-0.3169870823452474,0.683,-480.1912740613204,0.4433,Weak model,False,,50,10
mlp_pca_nogarch_50_20,-0.29561504552739815,0.7019,-441.861106395703,0.4866,Weak model,False,,50,20
mlp_pca_nogarch_50_50,-0.29561504552739815,0.7019,-441.861106395703,0.4866,Weak model,False,,50,50
rf_sig_50_3_5,-0.7789131010718612,0.2857,659.1266330330232,0.0549,Weak model,True,50,3,5
rf_sig_50_5_5,-0.9082371450319882,0.2211,413.4278502076443,0.173,Weak model,True,50,5,5
rf_sig_50_8_5,-0.6984336157023305,0.3571,122.9252893832296,0.631,Weak model,True,50,8,5
rf_sig_50_50_5,-0.24395006999033586,0.7612,-350.2545392568562,0.1146,Weak model,True,50,50,5
rf_sig_50_50_10,-0.2401678976581738,0.7669,-58.39421996213078,0.7479,Weak model,True,50,50,10
mlp_pca_50_3_20,-0.4426767838083603,0.5502,225.76341882768028,0.5511,Weak model,True,50,3,20
mlp_pca_50_3_10,-0.3887911409833087,0.5879,89.20233017319777,0.817,Weak model,True,50,3,10
mlp_pca_50_3_5,-0.522498185688241,0.4713,-126.79978569949844,0.7323,Weak model,True,50,3,5
rf_50_8_5,-0.6984336157023305,0.3571,122.9252893832296,0.631,Weak model,True,50,8,5
mlp_nogarch_8_10,-0.9360126680811115,0.2249,-561.5023325404342,0.249,Weak model,False,,8,10
mlp_nogarch_8_20,-0.9511119451702431,0.2201,-318.9462271597563,0.5099,Weak model,False,,8,20
mlp_nogarch_8_50,-0.9511119451702431,0.2201,-318.9462271597563,0.5099,Weak model,False,,8,50
mlp_nogarch_50_10,-0.9516454470501841,0.221,-719.8964834500252,0.1393,Weak model,False,,50,10
mlp_nogarch_50_20,-0.9665604841364164,0.2141,-479.28164649904386,0.3151,Weak model,False,,50,20
mlp_nogarch_50_50,-0.9665604841364164,0.2141,-479.28164649904386,0.3151,Weak model,False,,50,50
rf_50_3_5,-0.7789131010718612,0.2857,659.1266330330232,0.0549,Weak model,True,50,3,5
rf_50_5_5,-0.9082371450319882,0.2211,413.4278502076443,0.173,Weak model,True,50,5,5
rf_50_50_5,-0.24395006999033586,0.7612,-350.2545392568562,0.1146,Weak model,True,50,50,5
mlp_nogarch_5_50,-0.9900648541188686,0.2023,403.396880762503,0.4133,Weak model,False,,5,50
rf_50_50_10,-0.2401678976581738,0.7669,-58.39421996213078,0.7479,Weak model,True,50,50,10
rf_50_50_20,0.06975386141379203,0.9274,-151.74990856611967,0.405,Weak model,True,50,50,20
rf_50_50_50,-0.12544190299298263,0.8885,67.51716173982905,0.5784,Weak model,True,50,50,50
rf_75_5_5,-0.7828532677382968,0.3125,350.201493983191,0.2862,Weak model,True,75,5,5
rf_75_5_10,-0.5987325736601186,0.4427,481.54611523386274,0.1534,Weak model,True,75,5,10
rf_75_8_5,-0.6539656218042619,0.4032,-168.918368321196,0.5954,Weak model,True,75,8,5
rf_75_8_10,-0.437364745542142,0.5812,-22.892234776822363,0.9408,Weak model,True,75,8,10
rf_75_8_20,-0.06478705650648653,0.9403,255.57746879648803,0.4106,Weak model,True,75,8,20
