Backtest,Return Diff,Return p-value,Signal Return,Signal p-value,Model Type,GARCH,RP,SL,TP
xgb_sig_fs_50_8_50,0.08821468335493354,0.9217,383.8020694445519,0.2053,Weak model,True,50,8,50
xgb_sig_fs_50_50_5,0.03817866313876228,0.9687,-590.0281485950161,0.0972,Weak model,True,50,50,5
xgb_sig_fs_50_50_10,0.39503141526454055,0.6558,-547.9387495932187,0.1705,Weak model,True,50,50,10
xgb_sig_fs_50_50_20,0.6396027513270143,0.4715,-244.81170335947218,0.5661,Weak model,True,50,50,20
xgb_sig_fs_50_50_50,0.5740260180134663,0.5276,-99.03094142708088,0.8037,Weak model,True,50,50,50
xgb_sig_fs_75_3_5,-0.3587714248635048,0.6651,99.20905643481507,0.8256,Weak model,True,75,3,5
xgb_sig_fs_75_3_10,-0.1844169407080669,0.8229,866.1421416992129,0.0691,Weak model,True,75,3,10
xgb_sig_fs_75_5_10,-0.15668217934092277,0.8522,428.1167741776477,0.3424,Weak model,True,75,5,10
xgb_sig_fs_90_5_5,-0.4998588158892274,0.5579,-384.04211172199894,0.3411,Weak model,True,90,5,5
xgb_sig_fs_75_5_20,0.10633126153364225,0.9031,752.7543907968422,0.1203,Weak model,True,75,5,20
xgb_sig_fs_75_8_5,-0.27128796980112835,0.7537,-385.18669722886,0.3392,Weak model,True,75,8,5
xgb_sig_fs_75_8_10,-0.0200538983161066,0.9816,77.99523651309067,0.86,Weak model,True,75,8,10
xgb_sig_fs_75_8_20,0.13281070942302442,0.8854,491.0417743016033,0.2745,Weak model,True,75,8,20
xgb_sig_fs_75_8_50,0.021683538350660836,0.981,721.9234057284398,0.0701,Weak model,True,75,8,50
xgb_sig_fs_75_50_10,0.18145136885276214,0.8409,-627.7394194734927,0.1607,Weak model,True,75,50,10
xgb_sig_fs_75_50_20,0.3802584795736952,0.6741,-285.66593581777516,0.5562,Weak model,True,75,50,20
xgb_sig_fs_75_50_50,0.2687875827592583,0.7688,14.330586784327188,0.9732,Weak model,True,75,50,50
xgb_sig_fs_90_3_5,-0.6464614682105289,0.4448,185.05328440566427,0.6599,Weak model,True,90,3,5
mlp_pca_sig_50_5_10,-0.20479322948602974,0.8018,391.278587987119,0.3464,Weak model,True,50,5,10
mlp_pca_sig_50_5_20,-0.11943552881557407,0.8827,520.2859045916348,0.2415,Weak model,True,50,5,20
mlp_pca_sig_50_5_50,-0.17422842620054613,0.8387,451.55611032448917,0.2782,Weak model,True,50,5,50
mlp_pca_sig_nogarch_5_5,-0.35412272024686864,0.6761,306.6648235666251,0.541,Weak model,False,,5,5
mlp_pca_sig_90_8_5,-0.3693344024992553,0.6582,23.87873110031012,0.9612,Weak model,True,90,8,5
mlp_pca_sig_90_8_10,-0.38484812102391575,0.6517,452.9167019539693,0.2983,Weak model,True,90,8,10
mlp_pca_sig_90_8_20,-0.2996050531994461,0.7294,567.0985380318723,0.2113,Weak model,True,90,8,20
mlp_pca_sig_90_8_50,-0.31363621667222186,0.722,652.8592658797714,0.1467,Weak model,True,90,8,50
mlp_pca_sig_90_50_5,-0.30494662969601116,0.72,-268.2856690962512,0.5837,Weak model,True,90,50,5
mlp_pca_sig_90_50_10,-0.32043895533232136,0.7102,196.68436868084694,0.6832,Weak model,True,90,50,10
mlp_pca_sig_90_50_20,-0.23515025475939078,0.7848,313.4976761300544,0.5252,Weak model,True,90,50,20
mlp_pca_sig_90_50_50,-0.24930501144807904,0.7761,409.6374434402389,0.3929,Weak model,True,90,50,50
mlp_pca_sig_nogarch_3_5,-0.19703602281808674,0.8192,750.6615954505594,0.1812,Weak model,False,,3,5
mlp_pca_sig_nogarch_5_10,-0.27597061819344615,0.7484,785.4898964208489,0.1147,Weak model,False,,5,10
