Backtest,Return Diff,Return p-value,Signal Return,Signal p-value,Model Type,GARCH,RP,SL,TP
rf_nofs_75_8_50,0.020349133425927035,0.9608,11.505126407886603,0.5352,Weak model,True,75,8,50
rf_nofs_75_50_5,0.01644760177937299,0.9659,-44.315814557198806,0.1023,Weak model,True,75,50,5
xgb_nofs_75_5_5,-0.30336851756192684,0.3959,6.796926557578942,0.8347,Weak model,True,75,5,5
xgb_nofs_50_8_5,-0.1886778719875749,0.5981,-31.262495439685395,0.2767,Weak model,True,50,8,5
rf_nofs_75_50_10,-0.002824415436215588,0.9944,-31.59780253489699,0.1447,Weak model,True,75,50,10
rf_nofs_75_50_20,-0.017153419333302722,0.9683,0.2875365966365564,0.989,Weak model,True,75,50,20
rf_nofs_75_50_50,0.015214695664805378,0.9697,4.860447470717105,0.7754,Weak model,True,75,50,50
xgb_nofs_75_3_5,-0.3129044546378862,0.3703,55.61535472562466,0.1162,Weak model,True,75,3,5
xgb_nofs_50_50_50,-0.06284143562579858,0.8695,7.786583805654224,0.7297,Weak model,True,50,50,50
xgb_nofs_50_50_20,-0.08964669926366431,0.8091,-4.200127432447833,0.854,Weak model,True,50,50,20
xgb_nofs_50_50_10,-0.06518811767010146,0.8598,-29.234857155792163,0.2512,Weak model,True,50,50,10
xgb_nofs_50_50_5,-0.12967009292541865,0.7157,-38.93261567311633,0.1746,Weak model,True,50,50,5
xgb_nofs_50_8_50,-0.12136519676329394,0.7519,13.571801211828127,0.5561,Weak model,True,50,8,50
xgb_nofs_50_8_20,-0.1481628199216194,0.686,2.240145525528299,0.9267,Weak model,True,50,8,20
xgb_nofs_50_8_10,-0.12398870292705477,0.7327,-21.875198384902827,0.3927,Weak model,True,50,8,10
mlp_75_5_20,-0.4133097900100956,0.2523,-22.346670276363692,0.635,Weak model,True,75,5,20
mlp_75_3_10,-0.455745327384694,0.195,14.81765877709864,0.7592,Weak model,True,75,3,10
mlp_75_8_5,-0.4995548449622139,0.1504,-72.1017406718281,0.1285,Weak model,True,75,8,5
rf_50_8_5,-0.23405177805345945,0.5048,-26.994747406970937,0.2286,Weak model,True,50,8,5
rf_90_5_5,-0.1818331892296402,0.61,-25.90072013128045,0.4028,Weak model,True,90,5,5
rf_nofs_50_5_20,-0.2166661435250563,0.558,28.906815774855396,0.1705,Weak model,True,50,5,20
rf_90_3_50,-0.0783821947079203,0.8267,41.81656984453081,0.1149,Weak model,True,90,3,50
